Owner	owner.ttl
Property	owner.ttl
Integer	inventory.ttl
InventoryItem	inventory.ttl
Warehouse	inventory.ttl
Human	slaveowner.ttl
Integer	slaveowner.ttl
Slave	slaveowner.ttl
SlaveOwner	slaveowner.ttl
Man	wife.ttl
Wife	wife.ttl
Building	land.ttl
Double	land.ttl
Land	land.ttl
Company	ship.ttl
Human	ship.ttl
Ship	ship.ttl
Class	data.ttl
Dataelement	data.ttl
Dataset	data.ttl
Datetime	hazardevent.ttl
HazardEvent	hazardevent.ttl
Integer	person.ttl
Location	person.ttl
Person	person.ttl
Causes	wildfires.ttl
Effects	wildfires.ttl
Locations	wildfires.ttl
Responses	wildfires.ttl
Wildfires	wildfires.ttl
Datetime	member.ttl
Group	member.ttl
Member	member.ttl
Membership	member.ttl
Membership	membership.ttl
Person	membership.ttl
Cause	fire.ttl
Effect	fire.ttl
Fire	fire.ttl
Godfather	godfather.ttl
Person	godfather.ttl
Religion	godfather.ttl
Action	action.ttl
Actor	action.ttl
Datetime	action.ttl
Location	action.ttl
Daughter	daughter.ttl
Human	daughter.ttl
Person	surname.ttl
Surname	surname.ttl
Day	day.ttl
Entity	entity.ttl
Thing	entity.ttl
Duration	storm.ttl
Storm	storm.ttl
ArrivalEvent	arrival.ttl
ArrivingEntity	arrival.ttl
Datetime	arrival.ttl
Resource	arrival.ttl
N3597071a489441db8a1a12424dc496a9b1	value.ttl
N3597071a489441db8a1a12424dc496a9b2	value.ttl
Quantitativevalue	value.ttl
Value	value.ttl
Duration	flood.ttl
Flood	flood.ttl
Crop	plantation.ttl
Owner	plantation.ttl
Plantation	plantation.ttl
Owner	ships.ttl
Ship	ships.ttl
ShipType	ships.ttl
Relationship	relationship.ttl
RelationshipStatus	relationship.ttl
RelationshipType	relationship.ttl
Resource	relationship.ttl
Descendant	descendant.ttl
Integer	descendant.ttl
Resource	descendant.ttl
Feature	attribute.ttl
Object	attribute.ttl
Person	marriage.ttl
Gender	gender.ttl
Person	gender.ttl
Datetime	registry.ttl
Entry	registry.ttl
Registry	registry.ttl
Religion	religion.ttl
Belligerent	civilwar.ttl
CivilWar	civilwar.ttl
Nonnegativeinteger	civilwar.ttl
Disaster	disastertype.ttl
Datetime	event.ttl
EventClass	event.ttl
Name	name.ttl
Cyclone	stormsurges.ttl
Location	stormsurges.ttl
StormSurge	stormsurges.ttl
Grandfather	grandfather.ttl
Person	grandfather.ttl
Ethnicity	ethnicity.ttl
Person	ethnicity.ttl
Grandparent	grandparents.ttl
Integer	grandparents.ttl
Person	grandparents.ttl
CauseOfDeath	death.ttl
Death	death.ttl
PlaceOfDeath	death.ttl
TimeOfDeath	death.ttl
Datetime	death.ttl
Job	job.ttl
Manumission	manumission.ttl
Resource	manumission.ttl
Occupation	occupation.ttl
Person	occupation.ttl
Owner	slave.ttl
Slave	slave.ttl
Work	slave.ttl
House	house.ttl
Person	house.ttl
Person	people.ttl
Person	godmother.ttl
Godmother	godmother.ttl
Nationality	nationality.ttl
Person	nationality.ttl
City	place.ttl
Country	place.ttl
Place	place.ttl
Duration	service.ttl
Service	service.ttl
ServiceProvider	service.ttl
ServiceType	service.ttl
Datetime	earthquakes.ttl
Earthquake	earthquakes.ttl
Location	earthquakes.ttl
EnslavedPerson	enslavedperson.ttl
Owner	enslavedperson.ttl
Landslide	landslide.ttl
Location	landslide.ttl
Hazard	hazard.ttl
Person	husband.ttl
Man	husband.ttl
Century	century.ttl
Integer	century.ttl
Entity	expertisearea.ttl
ExpertiseArea	expertisearea.ttl
Day	week.ttl
Integer	week.ttl
Week	week.ttl
Expertise	expertise.ttl
ExpertiseField	expertise.ttl
ExpertiseLevel	expertise.ttl
Person	expertise.ttl
Tornado	tornado.ttl
Datetime	period.ttl
Entity	period.ttl
Period	period.ttl
Godparent	godparent.ttl
Person	godparent.ttl
N95a87568d88f4bdf85c65dd7a21e1c79b1	godparent.ttl
Parent	son.ttl
Son	son.ttl
Adult	son.ttl
Child	son.ttl
